"filename", "language", "Markdown", "TypeScript", "JSON", "JavaScript", "YAML", "HTML", "TypeScript JSX", "Log", "JSON with Comments", "Ini", "PowerShell", "PostCSS", "MS SQL", "Dotenv", "comment", "blank", "total"
"c:\titan-automation\QuoteVaultPro\client\src\components\pbv2\builder-v2\ProductHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 11, 116
"c:\titan-automation\QuoteVaultPro\client\src\components\production\ZoomPanImageViewer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 38, 44, 339
"c:\titan-automation\QuoteVaultPro\client\src\components\quote-history.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 450, 0, 0, 0, 0, 0, 0, 0, 1, 33, 484
"c:\titan-automation\QuoteVaultPro\client\src\components\quote-source-badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"c:\titan-automation\QuoteVaultPro\client\src\components\titan\ColumnConfig.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 417, 0, 0, 0, 0, 0, 0, 0, 12, 41, 470
"c:\titan-automation\QuoteVaultPro\client\src\components\titan\ContentLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\titan-automation\QuoteVaultPro\client\src\components\titan\DataCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 4, 44
"c:\titan-automation\QuoteVaultPro\client\src\components\titan\FilterPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"c:\titan-automation\QuoteVaultPro\client\src\components\titan\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\titan-automation\QuoteVaultPro\client\src\components\titan\PageHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"c:\titan-automation\QuoteVaultPro\client\src\components\titan\Section.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"c:\titan-automation\QuoteVaultPro\client\src\components\titan\StatusPill.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 5, 12, 63
"c:\titan-automation\QuoteVaultPro\client\src\components\titan\TitanButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 7, 91
"c:\titan-automation\QuoteVaultPro\client\src\components\titan\TitanCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 5, 38
"c:\titan-automation\QuoteVaultPro\client\src\components\titan\TitanSearchInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"c:\titan-automation\QuoteVaultPro\client\src\components\titan\TitanStatCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 4, 5, 71
"c:\titan-automation\QuoteVaultPro\client\src\components\titan\TitanTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 27, 29, 187
"c:\titan-automation\QuoteVaultPro\client\src\components\titan\index.ts", "TypeScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 39
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\PageShell.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\TitanCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\accordion.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 8, 57
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\alert-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 14, 140
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 7, 60
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\aspect-ratio.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 7, 52
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 1, 7, 39
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\breadcrumb.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 11, 116
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 6, 6, 64
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\calendar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 5, 69
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 8, 86
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\carousel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 30, 261
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 331, 0, 0, 0, 0, 0, 0, 0, 2, 33, 366
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\collapsible.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\command.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 17, 152
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\context-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 18, 199
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 14, 123
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\drawer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 14, 119
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 18, 199
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 26, 179
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\hover-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\input-otp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 8, 70
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 4, 24
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\menubar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 20, 257
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\navigation-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 12, 129
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\pagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 11, 118
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\popover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\radio-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\resizable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 7, 46
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\scroll-area.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 5, 47
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 15, 161
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 16, 141
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 660, 0, 0, 0, 0, 0, 0, 0, 13, 55, 728
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\slider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 11, 118
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 7, 54
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 13, 128
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\toaster.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 3, 34
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\toggle-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 10, 62
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 6, 44
"c:\titan-automation\QuoteVaultPro\client\src\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31
"c:\titan-automation\QuoteVaultPro\client\src\components\user-management.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0, 0, 0, 1, 14, 306
"c:\titan-automation\QuoteVaultPro\client\src\config\routes.ts", "TypeScript", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 20, 211
"c:\titan-automation\QuoteVaultPro\client\src\docs\thumbnail-status-auto-refresh-audit.md", "Markdown", 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 296
"c:\titan-automation\QuoteVaultPro\client\src\features\customers\EnhancedCustomerView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 1845, 0, 0, 0, 0, 0, 0, 0, 86, 145, 2076
"c:\titan-automation\QuoteVaultPro\client\src\features\customers\index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\titan-automation\QuoteVaultPro\client\src\features\documents\create\DocumentCreateForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 806, 0, 0, 0, 0, 0, 0, 0, 45, 70, 921
"c:\titan-automation\QuoteVaultPro\client\src\features\materials\CreateMaterialDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 316, 0, 0, 0, 0, 0, 0, 0, 1, 22, 339
"c:\titan-automation\QuoteVaultPro\client\src\features\production\ProductionViewRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"c:\titan-automation\QuoteVaultPro\client\src\features\production\theme\productionCardTheme.ts", "TypeScript", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 82
"c:\titan-automation\QuoteVaultPro\client\src\features\production\views\FlatbedProductionView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 1433, 0, 0, 0, 0, 0, 0, 0, 66, 128, 1627
"c:\titan-automation\QuoteVaultPro\client\src\features\production\views\ProductionOverviewPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 1876, 0, 0, 0, 0, 0, 0, 0, 134, 190, 2200
"c:\titan-automation\QuoteVaultPro\client\src\features\production\views\RollProductionView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 1464, 0, 0, 0, 0, 0, 0, 0, 66, 128, 1658
"c:\titan-automation\QuoteVaultPro\client\src\features\products\editor\ProductOptionsEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 918, 0, 0, 0, 0, 0, 0, 0, 12, 95, 1025
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\editor\QuoteEditorPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 884, 0, 0, 0, 0, 0, 0, 0, 174, 117, 1175
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\editor\components\CustomerCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 397, 0, 0, 0, 0, 0, 0, 0, 9, 27, 433
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\editor\components\CustomerInfoFooter.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 2, 16, 140
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\editor\components\FulfillmentCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 222, 0, 0, 0, 0, 0, 0, 0, 4, 6, 232
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\editor\components\LineItemBuilder.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 340, 0, 0, 0, 0, 0, 0, 0, 12, 21, 373
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\editor\components\LineItemsSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 1040, 0, 0, 0, 0, 0, 0, 0, 61, 102, 1203
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\editor\components\LineItemsTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 316, 0, 0, 0, 0, 0, 0, 0, 13, 26, 355
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\editor\components\ProductOptionsPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 595, 0, 0, 0, 0, 0, 0, 0, 7, 58, 660
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\editor\components\ProductOptionsPanelV2.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 334, 0, 0, 0, 0, 0, 0, 0, 2, 48, 384
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\editor\components\QuoteHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 9, 11, 132
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\editor\components\SummaryCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 427, 0, 0, 0, 0, 0, 0, 0, 23, 24, 474
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\editor\types.ts", "TypeScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 58
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\editor\useQuoteEditorState.ts", "TypeScript", 0, 2094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 333, 313, 2740
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\editor\utils.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 28
"c:\titan-automation\QuoteVaultPro\client\src\features\quotes\utils\formatQuoteNumberWithVariant.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16
"c:\titan-automation\QuoteVaultPro\client\src\hooks\use-mobile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"c:\titan-automation\QuoteVaultPro\client\src\hooks\use-toast.ts", "TypeScript", 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31, 192
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useAuth.ts", "TypeScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 92
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useContacts.ts", "TypeScript", 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 23, 202
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useCustomer.ts", "TypeScript", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 117
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useGlobalSearch.ts", "TypeScript", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 96
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useInvoices.ts", "TypeScript", 0, 367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 402
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useJobs.ts", "TypeScript", 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 246
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useListViewSettings.ts", "TypeScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 61
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useManualReservations.ts", "TypeScript", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 91
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useMaterials.ts", "TypeScript", 0, 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 278
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useOrderAttachments.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 36
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useOrderFiles.ts", "TypeScript", 0, 247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 42, 342
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useOrderLineItemPreviews.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useOrderState.ts", "TypeScript", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 17, 162
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useOrderStatusPills.ts", "TypeScript", 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 32, 285
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useOrders.ts", "TypeScript", 0, 642, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 79, 787
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useOrgPreferences.ts", "TypeScript", 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 140
"c:\titan-automation\QuoteVaultPro\client\src\hooks\usePortal.ts", "TypeScript", 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 181
"c:\titan-automation\QuoteVaultPro\client\src\hooks\usePrepress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 31, 30, 228
"c:\titan-automation\QuoteVaultPro\client\src\hooks\usePricingFormulas.ts", "TypeScript", 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 151
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useProductBuilderDraft.ts", "TypeScript", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 93
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useProductTypes.ts", "TypeScript", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 108
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useProduction.ts", "TypeScript", 0, 488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27, 519
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useProductionSettings.ts", "TypeScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 54
"c:\titan-automation\QuoteVaultPro\client\src\hooks\usePurchaseOrders.ts", "TypeScript", 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 198
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useQuoteWorkflowState.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 26
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useShipments.ts", "TypeScript", 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 157
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useTableColumnConfig.ts", "TypeScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 66
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useTheme.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 8, 11, 94
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useUserPreferences.ts", "TypeScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 63
"c:\titan-automation\QuoteVaultPro\client\src\hooks\useVendors.ts", "TypeScript", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 123
"c:\titan-automation\QuoteVaultPro\client\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 350, 0, 0, 25, 87, 462
"c:\titan-automation\QuoteVaultPro\client\src\lib\__tests__\productionHelpers.test.ts", "TypeScript", 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 22, 126
"c:\titan-automation\QuoteVaultPro\client\src\lib\apiConfig.ts", "TypeScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 10, 92
"c:\titan-automation\QuoteVaultPro\client\src\lib\attachments.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 18, 107
"c:\titan-automation\QuoteVaultPro\client\src\lib\attachments\attachmentStatus.ts", "TypeScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 19, 105
"c:\titan-automation\QuoteVaultPro\client\src\lib\authUtils.ts", "TypeScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\titan-automation\QuoteVaultPro\client\src\lib\config\storage.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 15
"c:\titan-automation\QuoteVaultPro\client\src\lib\downloadFile.ts", "TypeScript", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 22, 162
"c:\titan-automation\QuoteVaultPro\client\src\lib\fileUtils.ts", "TypeScript", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 14, 100
"c:\titan-automation\QuoteVaultPro\client\src\lib\getThumbSrc.ts", "TypeScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 14, 71
"c:\titan-automation\QuoteVaultPro\client\src\lib\lineItems\lineItemDerivation.ts", "TypeScript", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 101
"c:\titan-automation\QuoteVaultPro\client\src\lib\nav.ts", "TypeScript", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 73
"c:\titan-automation\QuoteVaultPro\client\src\lib\optionChoiceValidation.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
